id,trip_id,from_currency,to_currency,rate,created_at,updated_at
8ab0fbb1-efc1-412c-be04-919ca6f8d382,eda21203-1fc9-4daf-9ca3-f0ee856e1e20,CZK,USD,0.04751,2026-03-12 14:34:36.728493+00,2026-03-12 14:34:35.903+00
