trip_id,user_id,created_at,role
ef159827-95da-46f4-8524-ea23685b4d61,b2d8d8ee-cfee-4ebb-a5e5-0d73c2779af1,2026-03-10 20:46:13.652841+00,editor
eda21203-1fc9-4daf-9ca3-f0ee856e1e20,aabafec4-b2c5-4566-970b-db0442d8e54f,2026-03-22 13:45:32.832213+00,viewer
eda21203-1fc9-4daf-9ca3-f0ee856e1e20,7854aa24-5058-41b9-bf88-beb78fe011e1,2026-03-22 13:46:21.551014+00,viewer
eda21203-1fc9-4daf-9ca3-f0ee856e1e20,269238d7-bd73-4bcd-a997-9c619b567118,2026-03-22 13:59:14.053446+00,viewer
eda21203-1fc9-4daf-9ca3-f0ee856e1e20,285b4079-c950-4794-9d3e-68609a8e156a,2026-03-22 17:45:19.608533+00,admin
